,carat,cut_ord,clarity_ord,Predicted Price,cut,color,clarity
550,1.08,3,3,5036.0,Very Good,F,SI1
551,0.41,5,2,682.4,Ideal,F,SI1
552,1.0,5,3,4971.33,Ideal,G,SI1
553,1.0,5,3,5455.36,Ideal,E,SI1
554,0.37,5,8,1050.25,Ideal,G,IF
555,0.35,4,2,537.33,Premium,E,SI2
556,1.2,2,3,5980.5,Good,H,SI1
557,0.5,4,3,1336.25,Premium,E,SI1
558,0.43,5,6,1136.5,Ideal,G,VVS2
559,0.42,3,5,850.5,Very Good,G,VS2
560,0.59,5,3,1702.2,Ideal,E,SI1
561,1.4,5,2,6779.0,Ideal,H,SI2
562,0.66,2,5,2275.0,Good,F,VS2
563,1.02,5,5,3903.33,Ideal,I,VS2
564,0.53,5,5,1390.38,Ideal,H,VS2
565,0.51,2,3,1282.86,Good,F,SI1
566,0.42,3,2,670.25,Very Good,D,SI2
567,2.03,5,2,15892.5,Ideal,H,SI2
568,0.41,4,4,944.0,Premium,H,VVS2
569,0.41,5,4,1045.37,Ideal,F,VVS2
570,0.3,3,5,500.0,Very Good,H,VS2
571,1.11,5,5,7973.0,Ideal,F,VS2
572,0.31,3,5,380.0,Very Good,J,VS2
573,0.7,2,3,2233.42,Good,D,SI1
574,0.4,4,3,879.87,Premium,E,SI1
575,0.33,5,2,494.33,Ideal,G,SI2
576,0.9,3,2,3575.63,Very Good,F,SI2
577,0.31,5,5,700.74,Ideal,F,VS2
578,1.15,5,5,10546.0,Ideal,D,VS2
579,1.01,5,6,11430.4,Ideal,D,VVS2
580,0.42,5,4,945.5,Ideal,G,VS1
581,0.91,5,4,3863.0,Ideal,J,VVS2
582,1.26,4,3,5504.0,Premium,I,SI1
583,1.28,5,4,9584.5,Ideal,G,VS1
584,1.17,5,6,9228.0,Ideal,G,VVS2
585,1.02,4,2,4020.0,Premium,G,SI2
586,0.57,5,5,1949.12,Ideal,E,VS2
587,0.91,3,5,3860.33,Very Good,I,VS2
588,1.0,5,5,4676.0,Ideal,I,VS2
589,0.7,2,4,3107.0,Good,D,VS1
590,1.14,3,5,7662.0,Very Good,D,VS2
591,0.9,3,2,3575.63,Very Good,F,SI2
592,0.3,5,8,882.14,Ideal,G,IF
593,0.27,5,4,628.0,Ideal,E,VS1
594,0.34,5,8,688.25,Ideal,I,IF
595,0.33,5,8,985.33,Ideal,G,IF
596,2.0,5,2,13096.4,Ideal,G,SI2
597,0.7,4,5,2489.42,Premium,G,I1
598,0.37,2,5,739.0,Good,F,VS2
599,0.73,5,5,3495.89,Ideal,E,VS2
600,0.38,5,3,721.92,Ideal,E,SI1
601,1.0,4,4,5009.0,Premium,I,VS1
602,0.39,4,8,1127.0,Premium,G,IF
603,0.51,4,5,1684.31,Premium,E,VS2
604,0.7,3,3,2332.84,Good,D,SI1
605,1.11,2,2,3696.0,Good,H,SI2
606,0.34,5,7,1052.42,Ideal,E,WS1
607,1.25,5,3,5252.0,Ideal,J,SI1
608,0.52,5,3,930.0,Ideal,J,SI1
609,1.0,3,2,4208.7,Very Good,H,SI2
610,0.33,5,7,933.6,Ideal,F,WS1
611,1.8,5,2,11855.5,Ideal,D,SI2
612,0.3,2,4,542.88,Good,H,VS1
613,0.7,3,4,3034.47,Good,E,VS1
614,1.08,5,5,6682.38,Ideal,G,VS2
615,0.61,2,1,609.25,Good,G,VS1
616,1.1,4,5,6348.6,Premium,G,VS2
617,0.41,4,5,1015.5,Premium,F,VS2
618,0.33,3,5,585.29,Very Good,G,VS2
619,0.5,4,3,990.0,Premium,J,SI1
620,0.38,4,4,1102.75,Premium,D,VS1
621,2.01,5,2,14202.0,Ideal,H,SI2
622,0.42,5,3,890.47,Ideal,D,SI1
623,1.52,5,3,9530.0,Ideal,G,SI1
624,0.53,5,4,1878.2,Ideal,E,VS1
625,0.7,3,8,3622.0,Good,E,IF
626,0.72,5,5,2997.57,Ideal,F,VS2
627,0.9,3,3,4164.18,Very Good,E,SI1
628,1.22,5,3,5695.88,Ideal,I,VS2
629,0.25,3,7,616.0,Very Good,F,WS1
630,2.03,5,5,16945.0,Ideal,I,VS2
631,1.02,5,2,4224.2,Ideal,G,SI2
632,0.74,5,4,2468.0,Ideal,J,VS1
633,1.24,4,3,6450.5,Premium,H,SI1
634,1.15,4,2,4861.0,Premium,G,SI2
635,2.01,4,2,12385.29,Premium,I,SI2
636,0.71,4,8,3405.0,Premium,F,IF
637,0.56,5,2,1403.33,Ideal,D,SI2
638,1.01,5,3,4948.41,Ideal,H,SI1
639,0.31,5,8,955.22,Ideal,F,IF
640,1.19,5,2,5406.0,Ideal,D,SI2
641,0.5,5,5,1739.38,Ideal,D,VS2
642,1.02,4,3,4702.54,Premium,G,SI1
643,0.38,4,3,898.0,Premium,E,SI1
644,0.41,5,6,1152.76,Ideal,F,VVS2
645,1.52,5,2,9862.5,Ideal,D,SI2
646,1.22,5,5,8094.2,Ideal,G,VS2
647,0.53,5,5,1858.27,Ideal,D,VS2
648,0.4,3,3,787.88,Very Good,D,SI1
649,0.33,4,3,694.0,Premium,D,SI1
650,0.31,5,4,619.41,Ideal,H,VS1
651,1.14,4,3,7106.0,Premium,D,SI1
652,1.32,4,2,5146.0,Premium,I,SI2
653,0.23,3,7,537.2,Very Good,F,WS1
654,0.41,3,6,982.0,Very Good,F,VVS2
655,2.24,5,2,15791.0,Ideal,I,SI2
656,0.55,5,5,1986.21,Ideal,D,VS2
657,2.32,1,3,17999.0,Fair,H,SI1
658,1.25,5,5,5306.0,Ideal,J,VS2
659,0.31,5,3,593.75,Ideal,F,SI1
660,2.01,1,5,18558.33,Fair,H,VS2
661,0.55,5,3,1596.5,Ideal,E,SI1
662,0.7,3,6,3834.5,Good,E,IF
663,1.51,2,4,15744.33,Good,D,VS1
664,0.31,5,7,891.59,Ideal,F,WS1
665,0.95,5,3,3888.0,Ideal,H,SI1
666,0.24,5,4,394.0,Ideal,G,VS1
667,0.4,4,2,768.75,Premium,D,SI2
668,1.25,4,2,5296.67,Premium,H,SI2
669,0.24,3,7,509.27,Very Good,E,WS1
670,0.83,5,3,3482.71,Ideal,F,SI1
671,1.01,3,5,5937.65,Very Good,G,VS2
672,0.27,3,7,582.0,Very Good,F,WS1
673,1.1,5,4,8796.0,Ideal,F,VS1
674,0.3,4,6,828.88,Premium,G,VVS2
675,0.52,5,3,1511.91,Ideal,E,SI1
676,0.4,5,8,1304.38,Ideal,G,IF
677,1.3,4,3,7498.0,Premium,H,SI1
678,1.71,5,4,17217.67,Ideal,F,VVS2
679,0.52,5,5,1839.07,Ideal,D,VS2
680,0.33,5,7,780.0,Ideal,H,WS1
681,1.0,3,6,8873.5,Very Good,E,VVS2
682,0.5,4,4,1760.0,Premium,F,VS1
683,0.91,3,3,3948.38,Very Good,F,SI1
684,1.21,5,4,8860.5,Ideal,G,VS1
685,0.51,5,5,1799.55,Ideal,D,VS2
686,0.41,4,6,1069.33,Premium,F,VVS2
687,0.94,3,2,3938.0,Very Good,F,SI1
688,0.31,4,3,541.73,Premium,G,SI1
689,0.4,5,5,990.12,Ideal,D,VS2
690,1.12,5,3,5551.0,Ideal,G,SI1
691,1.0,2,3,5095.92,Good,E,SI1
692,1.48,4,2,7244.0,Premium,H,SI2
693,0.32,5,3,573.64,Ideal,G,SI1
694,0.76,2,8,3393.0,Good,G,IF
695,0.42,5,3,890.47,Ideal,D,SI1
696,0.5,2,3,1202.93,Good,E,SI1
697,0.83,3,5,2283.0,Very Good,J,VS2
698,0.32,3,4,659.09,Very Good,G,VS1
699,0.7,5,4,2778.8,Ideal,H,VS1
700,0.73,5,4,3852.5,Ideal,E,VVS2
701,0.71,3,4,3280.2,Very Good,D,VS1
702,0.35,4,3,665.5,Premium,D,SI1
703,0.42,4,3,832.0,Premium,H,SI1
704,0.81,5,5,3926.0,Ideal,E,VS2
705,0.32,5,5,787.68,Ideal,E,VS2
706,0.85,4,1,1621.0,Premium,I,I1
707,0.71,2,3,2326.5,Good,F,SI1
708,0.32,3,6,681.6,Very Good,H,VVS2
709,1.09,4,3,5195.67,Premium,H,SI1
710,0.35,4,5,946.0,Premium,D,I1
711,0.82,4,2,2456.0,Premium,F,SI1
712,1.03,4,3,4721.1,Premium,H,SI1
713,0.5,1,4,1134.0,Fair,H,VS1
714,0.8,5,5,2993.5,Ideal,H,VS2
715,1.12,4,2,2898.0,Premium,J,SI2
716,1.62,4,5,13702.0,Premium,G,VS2
717,1.22,5,3,6755.4,Ideal,G,VS2
718,0.52,5,7,2371.2,Ideal,F,WS1
719,1.11,2,5,5054.0,Good,I,VS2
720,0.31,3,3,612.0,Very Good,F,SI1
721,0.42,5,4,1259.89,Ideal,D,VS1
722,0.32,5,5,577.82,Ideal,H,VS2
723,0.9,3,3,4021.49,Very Good,F,SI1
724,1.04,5,3,4694.0,Ideal,H,SI1
725,0.35,5,5,936.27,Ideal,D,I1
726,0.5,1,5,1640.25,Fair,E,VS2
727,0.36,3,3,746.0,Very Good,E,SI1
728,0.3,4,2,519.57,Premium,D,SI2
729,0.7,3,3,2440.88,Good,E,SI1
730,0.41,3,4,901.43,Very Good,F,VVS2
731,0.4,4,5,1036.4,Premium,D,VS2
732,1.1,4,2,4804.83,Premium,E,SI2
733,0.74,3,2,2387.75,Very Good,E,SI2
734,0.51,5,5,1604.44,Ideal,F,VS2
735,0.27,3,7,582.0,Very Good,F,WS1
736,1.01,5,5,6447.52,Ideal,G,VS2
737,1.37,3,2,5963.0,Very Good,I,SI2
738,1.01,4,3,4557.1,Premium,H,SI1
739,0.39,1,3,860.0,Fair,E,SI1
740,0.51,4,3,1441.4,Premium,E,SI1
741,0.5,4,6,1876.83,Premium,G,VVS2
742,1.55,5,2,9255.5,Ideal,G,SI2
743,0.3,5,8,895.12,Ideal,F,IF
744,2.0,4,2,14847.6,Premium,D,SI2
745,0.35,4,4,949.0,Premium,J,VS1
746,0.33,5,5,863.29,Ideal,D,VS2
747,1.0,3,5,6015.74,Very Good,G,VS2
748,0.93,2,2,2677.0,Good,G,SI2
749,0.25,4,6,576.0,Premium,E,VVS2
750,0.7,2,3,2439.47,Good,E,SI1
751,1.01,5,5,6854.85,Ideal,F,VS2
752,0.53,4,6,2718.5,Premium,E,VVS2
753,1.51,4,5,12576.5,Premium,G,VS2
754,0.23,3,4,403.4,Very Good,F,VS1
755,0.38,4,5,913.0,Premium,F,VS2
756,0.3,2,6,738.0,Good,G,VVS2
757,0.3,5,4,664.33,Ideal,G,VS1
758,1.01,2,3,3782.5,Good,I,SI1
759,0.8,4,3,3223.5,Premium,E,SI1
760,0.7,5,4,3228.17,Ideal,E,VS1
761,0.7,2,4,2714.0,Good,G,VS1
762,1.26,5,2,4662.0,Ideal,I,SI2
763,1.09,5,6,8350.2,Ideal,G,VVS2
764,1.0,3,2,3552.33,Very Good,I,SI2
765,0.6,5,4,2317.33,Ideal,E,VS1
766,0.32,4,3,551.45,Premium,H,SI1
767,0.41,5,6,1264.67,Ideal,E,VVS2
768,0.32,4,5,733.57,Premium,F,VS2
769,0.4,3,4,1057.29,Very Good,E,VS1
770,3.0,3,1,11548.0,Very Good,H,I1
771,0.56,4,5,1894.33,Premium,E,VS2
772,0.9,2,2,3594.0,Good,D,SI2
773,0.36,5,7,783.0,Ideal,H,WS1
774,0.31,3,5,680.0,Very Good,E,VS2
775,1.19,3,3,5595.0,Good,H,SI1
776,0.56,5,7,2128.5,Ideal,G,WS1
777,0.7,4,5,2696.8,Premium,D,I1
778,0.71,4,7,2560.5,Premium,I,WS1
779,0.52,3,7,2043.33,Very Good,G,WS1
780,0.33,4,2,561.5,Premium,D,SI2
781,0.34,5,5,804.79,Ideal,F,VS2
782,1.19,3,7,17932.0,Good,D,WS1
783,0.4,4,4,1169.2,Premium,D,VS1
784,1.07,3,5,6334.75,Very Good,G,VS2
785,1.61,5,5,13553.0,Ideal,G,VS2
786,1.0,4,4,7472.0,Premium,E,VS1
787,1.07,5,3,5482.67,Ideal,G,SI1
788,0.41,5,5,989.0,Ideal,F,VS2
789,2.03,4,2,13229.0,Premium,D,SI2
790,0.58,5,4,1489.33,Ideal,J,VS1
791,0.8,3,3,3019.0,Very Good,F,SI1
792,0.32,5,5,577.82,Ideal,H,VS2
793,0.7,5,3,2874.71,Ideal,D,SI1
794,0.79,4,3,2386.5,Premium,H,SI1
795,0.93,3,5,4187.0,Very Good,I,VS2
796,0.37,3,5,729.33,Very Good,F,VS2
797,0.41,4,5,967.0,Premium,E,VS2
798,0.31,5,2,540.6,Ideal,D,SI2
799,0.7,5,5,2988.59,Ideal,E,I1
800,0.53,5,5,1858.27,Ideal,D,VS2
801,0.3,3,5,500.0,Very Good,H,VS2
802,0.95,3,2,3590.0,Very Good,E,SI1
803,0.41,4,6,1126.18,Premium,F,VVS2
804,1.34,4,2,5999.33,Premium,G,SI2
805,1.0,3,3,5531.5,Very Good,D,SI1
806,0.42,4,4,1197.67,Premium,D,VS1
807,0.41,4,4,1107.21,Premium,E,VVS2
808,0.5,5,7,1918.43,Ideal,G,WS1
809,0.46,4,2,863.0,Premium,I,SI2
810,0.35,5,8,1022.31,Ideal,G,IF
811,0.82,5,5,4477.5,Ideal,E,VS2
812,2.48,3,2,15746.0,Very Good,F,SI2
813,0.35,4,4,949.0,Premium,J,VS1
814,1.52,4,2,9304.5,Premium,D,SI2
815,1.07,5,6,10052.0,Ideal,F,VVS2
816,0.61,5,2,1715.0,Ideal,E,SI2
817,0.39,3,6,958.0,Very Good,G,VVS2
818,0.71,4,2,2122.9,Premium,G,SI2
819,0.51,1,3,1267.17,Fair,F,SI1
820,1.67,5,3,9801.0,Ideal,D,SI1
821,1.0,4,1,2264.0,Premium,G,I1
822,0.3,2,5,524.5,Good,F,VS2
823,1.22,3,3,6239.0,Very Good,G,VS2
824,0.72,5,5,2900.5,Ideal,F,VS2
825,0.94,4,3,4620.5,Premium,E,SI1
826,0.51,5,2,1341.25,Ideal,D,SI2
827,1.01,3,3,4012.0,Very Good,J,SI1
828,0.41,4,2,748.25,Premium,F,SI1
829,0.3,3,3,536.17,Very Good,E,SI1
830,1.11,4,2,3934.6,Premium,I,SI2
831,0.5,5,3,1417.46,Ideal,E,SI1
832,1.2,2,5,4507.0,Good,J,VS2
833,0.56,5,3,1408.33,Ideal,H,SI1
834,0.9,4,3,4214.76,Premium,D,SI1
835,1.0,1,4,3763.0,Fair,I,VS1
836,0.35,5,4,640.0,Ideal,H,VS1
837,0.31,5,5,830.96,Ideal,D,VS2
838,0.71,3,5,2865.83,Very Good,E,VS2
839,0.3,4,6,828.88,Premium,G,VVS2
840,0.3,5,4,753.95,Ideal,E,VS1
841,1.0,3,8,10719.67,Very Good,E,IF
842,0.3,4,6,828.88,Premium,G,VVS2
843,1.48,5,2,8421.0,Ideal,E,SI2
844,1.5,5,3,8781.57,Ideal,I,SI1
845,2.35,4,2,17294.0,Premium,H,SI2
846,0.5,2,3,1327.91,Good,D,SI1
847,0.38,5,2,692.67,Ideal,E,SI2
848,1.06,5,4,8005.86,Ideal,G,VS1
849,0.33,5,5,672.81,Ideal,G,VS2
850,0.7,1,1,1079.0,Fair,D,I1
851,0.3,5,5,788.35,Ideal,D,VS2
852,1.5,2,2,6872.44,Good,I,SI2
853,0.34,3,7,819.0,Very Good,G,WS1
854,0.59,4,4,2296.5,Premium,D,VS1
855,0.81,4,3,2878.0,Premium,G,SI1
856,0.55,5,6,2008.22,Ideal,G,VVS2
857,0.31,5,4,784.15,Ideal,E,VS1
858,0.91,2,5,4183.0,Ideal,F,VS2
859,0.4,4,3,877.8,Premium,H,SI1
860,0.81,5,5,3926.0,Ideal,E,VS2
861,0.31,5,8,955.22,Ideal,F,IF
862,1.1,4,3,4943.6,Premium,H,SI1
863,0.31,3,6,651.0,Very Good,H,VVS2
864,0.45,5,7,1358.0,Ideal,G,WS1
865,0.32,5,5,850.12,Ideal,D,VS2
866,0.32,5,8,932.37,Ideal,G,IF
867,0.31,4,3,436.5,Premium,J,SI1
868,1.0,3,2,4104.27,Very Good,F,SI2
869,2.02,4,2,13755.4,Premium,I,SI2
870,2.01,4,2,14366.0,Premium,H,SI2
871,1.02,3,3,5113.73,Very Good,F,SI1
872,1.16,5,2,5385.67,Ideal,H,SI2
873,0.77,3,3,2397.5,Very Good,H,VS2
874,0.59,4,8,1866.0,Premium,I,IF
875,0.34,4,2,592.8,Premium,D,SI2
876,0.3,2,8,631.0,Good,I,IF
877,0.58,5,3,1352.0,Ideal,I,SI1
878,0.52,3,4,1615.5,Very Good,H,VS1
879,0.33,4,7,1021.0,Premium,G,WS1
880,1.38,5,2,5021.0,Ideal,F,SI2
881,0.71,5,2,2344.15,Ideal,F,SI2
882,0.96,1,2,2867.0,Fair,F,SI2
883,1.02,5,7,11128.0,Ideal,E,WS1
884,0.53,2,5,1590.75,Good,E,VS2
885,0.9,4,2,3574.5,Premium,D,SI2
886,0.34,1,1,414.5,Fair,F,I1
887,0.36,3,5,626.67,Very Good,H,VS2
888,0.83,3,4,3689.0,Very Good,F,VS1
889,1.3,4,8,7760.0,Premium,I,IF
890,1.02,5,3,5556.25,Ideal,E,SI1
891,0.34,5,6,873.33,Ideal,E,VVS2
892,0.54,2,4,1685.0,Good,G,VS1
893,0.56,4,4,1893.4,Premium,G,VS1
894,2.37,5,5,18508.0,Ideal,J,VS2
895,1.15,5,2,4765.75,Ideal,H,SI2
896,0.4,5,4,918.5,Ideal,H,VS1
897,1.59,5,6,15843.0,Ideal,G,VVS2
898,1.42,3,6,10891.0,Very Good,G,VVS2
899,0.31,5,6,847.41,Ideal,E,VVS2
900,0.57,5,8,2656.0,Ideal,F,IF
901,0.7,4,5,2129.33,Premium,H,I1
902,0.41,3,3,696.57,Very Good,H,SI1
903,0.55,3,3,1458.0,Very Good,E,SI1
904,1.01,5,5,7626.67,Ideal,D,VS2
905,0.24,3,6,518.05,Very Good,E,VVS2
906,0.3,3,3,536.17,Very Good,E,SI1
907,1.13,5,3,6391.0,Ideal,F,SI1
908,0.72,4,3,2356.6,Premium,H,SI1
909,0.52,5,2,1300.67,Ideal,D,SI2
910,1.0,3,3,5531.5,Very Good,D,SI1
911,0.47,3,4,1795.0,Very Good,E,VVS2
912,0.41,5,2,793.4,Ideal,E,SI1
913,0.51,4,3,1205.5,Premium,G,SI1
914,1.0,3,3,4894.27,Very Good,F,SI1
915,1.55,2,5,10428.0,Good,H,VS2
916,0.71,3,5,2556.64,Very Good,G,VS2
917,1.21,5,5,8247.57,Ideal,G,VS2
918,1.95,3,5,17713.0,Very Good,H,VS2
919,1.51,4,3,10371.79,Premium,G,SI1
920,0.3,4,5,831.82,Premium,D,VS2
921,0.72,3,5,2886.0,Very Good,E,VS2
922,0.31,5,6,847.41,Ideal,E,VVS2
923,0.53,5,5,1858.27,Ideal,D,VS2
924,0.71,3,2,2054.0,Very Good,G,SI2
925,1.07,5,3,5482.67,Ideal,G,SI1
926,0.24,3,4,409.5,Very Good,E,VS1
927,1.0,3,8,10245.67,Very Good,F,IF
928,0.55,5,4,1836.27,Ideal,G,VS1
929,0.52,5,5,1703.08,Ideal,E,VS2
930,0.72,5,2,2212.22,Ideal,F,SI1
931,0.9,2,3,3640.47,Good,G,SI1
932,0.41,5,5,989.0,Ideal,F,VS2
933,0.33,5,3,506.4,Ideal,G,SI1
934,0.56,3,4,1580.0,Very Good,H,VS1
935,1.01,3,2,4306.25,Very Good,F,SI2
936,0.46,4,7,1747.5,Premium,F,WS1
937,1.01,3,3,4102.67,Very Good,I,SI1
938,0.3,5,5,660.79,Ideal,F,VS2
939,0.3,4,4,735.72,Premium,G,VS1
940,2.02,3,2,14929.5,Very Good,H,SI2
941,0.32,5,6,890.64,Ideal,E,VVS2
942,0.35,4,4,656.67,Premium,H,VS1
943,0.34,5,3,714.79,Ideal,D,SI1
944,0.6,5,4,2123.67,Ideal,G,VS1
945,0.41,4,6,944.0,Premium,I,VVS2
946,1.01,1,4,4864.0,Fair,G,VS1
947,0.54,5,7,1862.5,Ideal,H,WS1
948,1.01,4,2,4386.47,Premium,E,SI2
949,0.3,5,7,697.94,Ideal,H,WS1
950,1.06,4,1,2452.0,Premium,F,I1
951,0.7,3,5,2544.94,Good,D,I1
952,1.53,3,3,11267.0,Very Good,F,SI1
953,0.82,3,3,3943.33,Very Good,E,SI1
954,0.32,5,7,861.41,Ideal,G,WS1
955,0.27,3,4,518.0,Very Good,F,VS1
956,0.8,5,5,3937.75,Ideal,F,VS2
957,1.11,5,4,8430.0,Ideal,G,VS1
958,0.71,4,5,2683.0,Premium,G,VS2
959,0.61,3,2,1443.67,Very Good,F,SI2
960,1.31,3,4,11177.0,Very Good,F,VS1
961,0.71,3,3,2322.18,Very Good,G,SI1
962,0.9,4,2,3642.38,Premium,E,SI2
963,0.9,4,5,4784.75,Premium,E,VS2
964,0.74,5,5,3027.5,Ideal,E,VS2
965,0.3,2,4,506.75,Good,I,VS1
966,1.0,3,4,6880.6,Very Good,F,VS1
967,0.3,5,5,740.71,Ideal,E,VS2
968,0.39,2,6,971.0,Good,E,VVS2
969,0.51,4,3,1634.12,Premium,F,SI1
970,0.81,5,2,2921.17,Ideal,E,SI2
971,1.62,5,5,10501.0,Ideal,I,VS2
972,1.62,4,2,8736.0,Premium,F,SI2
973,0.57,3,5,1779.0,Very Good,E,VS2
974,0.33,5,7,938.48,Ideal,G,WS1
975,0.42,5,5,980.31,Ideal,E,VS2
976,1.51,4,5,7497.83,Premium,J,VS2
977,0.31,5,5,830.96,Ideal,D,VS2
978,1.01,3,3,4629.31,Very Good,G,SI1
979,0.41,2,7,1231.67,Ideal,E,WS1
980,0.7,4,3,2379.47,Premium,D,SI1
981,0.9,2,2,3140.67,Good,H,SI2
982,1.75,2,3,13560.5,Good,D,SI1
983,0.36,5,3,621.14,Ideal,F,SI1
984,0.31,5,8,955.22,Ideal,F,IF
985,0.8,3,3,2925.0,Very Good,D,SI1
986,0.32,2,4,756.0,Good,E,VS1
987,1.01,2,5,6050.75,Good,F,VS2
988,0.72,4,3,1922.0,Premium,I,SI1
989,0.71,3,5,2556.64,Very Good,G,VS2
990,1.09,5,2,5156.0,Ideal,E,SI2
991,0.63,3,4,2241.0,Very Good,G,VS1
992,0.51,5,4,1904.55,Ideal,D,VS1
993,1.01,3,5,5937.65,Very Good,G,VS2
994,1.59,4,2,8582.0,Premium,H,SI2
995,0.54,4,4,1711.0,Premium,F,VS1
996,0.28,3,6,522.0,Very Good,G,VVS2
997,0.54,3,7,2123.0,Very Good,G,WS1
998,1.52,5,3,9163.83,Ideal,H,SI1
999,1.13,5,5,4940.0,Ideal,I,VS2
1000,1.07,5,5,6737.67,Ideal,G,VS2
1001,0.31,5,5,548.82,Ideal,H,VS2
1002,0.7,5,5,2905.5,Ideal,G,I1
1003,0.33,5,7,780.0,Ideal,H,WS1
1004,1.65,1,3,7912.0,Fair,I,VS2
1005,0.54,5,6,2002.35,Ideal,G,VVS2
1006,0.71,3,5,2720.0,Very Good,F,VS2
1007,0.7,3,5,2502.88,Good,G,I1
1008,2.05,4,5,16235.0,Premium,H,VS2
1009,1.0,2,3,4696.18,Good,G,SI1
1010,1.65,5,5,14593.0,Ideal,G,VS2
1011,0.37,2,5,584.0,Good,H,VS2
1012,1.15,4,2,4426.33,Premium,E,SI2
1013,0.57,5,5,1651.0,Ideal,H,VS2
1014,0.72,3,3,1958.33,Very Good,J,SI1
1015,0.71,5,3,3021.07,Ideal,D,SI1
1016,0.7,3,3,2332.84,Good,D,SI1
1017,1.38,3,4,11177.0,Very Good,F,VS1
1018,0.73,5,6,3657.5,Ideal,E,VVS2
1019,0.39,3,6,971.0,Very Good,E,VVS2
1020,2.14,4,2,15364.0,Premium,D,SI2
1021,1.12,3,5,6776.0,Very Good,E,VS2
1022,0.36,3,3,746.0,Very Good,E,SI1
1023,0.42,3,4,1066.0,Very Good,D,VS1
1024,0.5,5,3,1010.0,Ideal,I,SI1
1025,2.0,4,5,12934.33,Premium,J,VS2
1026,0.3,4,5,680.9,Premium,F,VS2
1027,1.35,4,4,6814.33,Premium,H,VS1
1028,1.57,4,3,11013.5,Premium,G,SI1
1029,0.31,4,5,604.8,Premium,G,VS2
1030,0.33,4,5,828.64,Premium,E,VS2
1031,1.02,4,3,4560.8,Premium,H,SI1
1032,1.01,4,5,5856.96,Premium,G,VS2
1033,0.83,5,2,2364.67,Ideal,H,SI2
1034,0.43,3,3,758.0,Very Good,G,SI1
1035,1.2,4,2,5001.58,Premium,H,SI2
1036,1.01,5,5,7116.0,Ideal,E,VS2
1037,1.23,5,2,5266.67,Ideal,I,SI2
1038,0.53,5,3,1073.0,Ideal,I,SI1
1039,1.0,5,2,4360.67,Ideal,H,SI2
1040,0.4,3,8,1284.0,Very Good,E,IF
1041,0.71,4,6,2194.0,Premium,J,VVS2
1042,1.33,3,2,6482.0,Very Good,H,SI2
1043,0.43,3,2,633.0,Very Good,G,SI2
1044,0.31,3,4,668.6,Very Good,G,VS1
1045,1.21,5,3,5154.5,Ideal,J,SI1
1046,1.55,4,5,7326.0,Premium,I,VS2
1047,0.8,5,5,3937.75,Ideal,F,VS2
1048,0.71,2,3,1826.25,Good,I,SI1
1049,0.46,1,5,1076.5,Fair,G,VS2
1050,0.3,5,3,433.7,Ideal,I,SI1
1051,1.21,2,6,5642.0,Good,J,VVS2
1052,2.14,5,2,14359.5,Ideal,I,SI2
1053,0.7,2,2,1556.0,Good,H,SI2
1054,1.03,5,3,4932.62,Ideal,H,SI1
1055,1.06,3,3,5568.0,Very Good,E,SI1
1056,1.41,5,4,7025.0,Ideal,J,VS1
1057,0.3,4,4,632.6,Premium,H,VS1
1058,0.79,3,3,2095.0,Very Good,I,SI1
1059,0.37,2,3,608.5,Good,H,SI1
1060,0.62,4,3,1467.0,Premium,G,SI1
1061,0.7,3,5,2152.17,Good,H,I1
1062,0.39,3,6,971.0,Very Good,E,VVS2
1063,1.12,4,6,8564.0,Premium,G,VVS2
1064,1.14,3,8,12895.0,Very Good,E,IF
1065,0.9,5,4,4809.3,Ideal,H,VS1
1066,0.5,3,2,1167.0,Very Good,D,SI2
1067,0.75,5,2,2741.5,Ideal,D,SI2
1068,0.38,5,6,1021.6,Ideal,F,VVS2
1069,1.07,2,5,3980.0,Good,J,VS2
1070,0.34,3,2,584.67,Very Good,D,SI2
1071,1.25,5,2,6779.0,Ideal,E,SI2
1072,0.9,1,3,3381.5,Fair,F,SI1
1073,2.74,3,2,14185.0,Very Good,J,SI2
1074,0.71,3,5,2865.83,Very Good,E,VS2
1075,0.33,5,4,755.64,Ideal,G,VS1
1076,0.91,3,5,4099.5,Very Good,H,VS2
1077,0.33,3,6,753.7,Very Good,G,VVS2
1078,0.4,3,3,769.74,Very Good,E,SI1
1079,1.11,4,3,4699.0,Premium,F,SI1
1080,0.24,2,7,492.0,Good,F,WS1
1081,1.01,3,3,4629.31,Very Good,G,SI1
1082,0.31,3,4,601.75,Very Good,H,VS1
1083,0.34,3,6,825.0,Very Good,F,VVS2
1084,0.64,5,4,2533.0,Ideal,E,VS1
1085,1.01,3,2,4306.25,Very Good,F,SI2
1086,0.7,3,3,2332.84,Good,D,SI1
1087,1.11,3,3,4316.0,Very Good,J,SI1
1088,0.7,3,4,3034.47,Good,E,VS1
1089,0.43,5,4,966.36,Ideal,G,VS1
1090,0.91,5,4,4912.0,Ideal,F,VVS2
1091,0.94,3,2,3634.0,Very Good,E,SI1
1092,0.3,4,8,966.8,Premium,G,IF
1093,0.31,5,5,830.96,Ideal,D,VS2
1094,1.51,3,5,12219.14,Very Good,G,VS2
1095,1.04,4,4,8532.0,Premium,D,VS1
1096,0.38,5,4,837.0,Ideal,H,VS1
1097,1.01,2,5,6050.75,Good,F,VS2
1098,0.5,1,4,1339.4,Fair,G,VS1
